,location_id,location_name,parameter,value,unit,datetimeUtc,datetimeLocal,timezone,latitude,longitude,country_iso,isMobile,isMonitor,owner_name,provider
113,2622871,군위읍,co,0.19,ppm,2024-03-25T23:00:00+00:00,2024-03-26T08:00:00+09:00,Asia/Seoul,36.234746,128.57628,,,,Unknown Governmental Organization,Korea Air Ministry of Environment
114,2622871,군위읍,co,0.19,ppm,2024-03-26T00:00:00+00:00,2024-03-26T09:00:00+09:00,Asia/Seoul,36.234746,128.57628,,,,Unknown Governmental Organization,Korea Air Ministry of Environment
115,2622871,군위읍,pm10,38.0,µg/m³,2024-03-19T23:00:00+00:00,2024-03-20T08:00:00+09:00,Asia/Seoul,36.234746,128.57628,,,,Unknown Governmental Organization,Korea Air Ministry of Environment
116,2622871,군위읍,pm10,33.0,µg/m³,2024-03-20T00:00:00+00:00,2024-03-20T09:00:00+09:00,Asia/Seoul,36.234746,128.57628,,,,Unknown Governmental Organization,Korea Air Ministry of Environment
117,2622871,군위읍,pm10,34.0,µg/m³,2024-03-20T01:00:00+00:00,2024-03-20T10:00:00+09:00,Asia/Seoul,36.234746,128.57628,,,,Unknown Governmental Organization,Korea Air Ministry of Environment
118,2622871,군위읍,pm10,31.0,µg/m³,2024-03-20T02:00:00+00:00,2024-03-20T11:00:00+09:00,Asia/Seoul,36.234746,128.57628,,,,Unknown Governmental Organization,Korea Air Ministry of Environment
119,2622871,군위읍,pm10,35.0,µg/m³,2024-03-20T03:00:00+00:00,2024-03-20T12:00:00+09:00,Asia/Seoul,36.234746,128.57628,,,,Unknown Governmental Organization,Korea Air Ministry of Environment
120,2622871,군위읍,pm10,30.0,µg/m³,2024-03-20T04:00:00+00:00,2024-03-20T13:00:00+09:00,Asia/Seoul,36.234746,128.57628,,,,Unknown Governmental Organization,Korea Air Ministry of Environment
121,2622871,군위읍,pm10,24.0,µg/m³,2024-03-20T10:00:00+00:00,2024-03-20T19:00:00+09:00,Asia/Seoul,36.234746,128.57628,,,,Unknown Governmental Organization,Korea Air Ministry of Environment
122,2622871,군위읍,pm10,28.0,µg/m³,2024-03-20T11:00:00+00:00,2024-03-20T20:00:00+09:00,Asia/Seoul,36.234746,128.57628,,,,Unknown Governmental Organization,Korea Air Ministry of Environment
123,2622871,군위읍,pm10,31.0,µg/m³,2024-03-20T12:00:00+00:00,2024-03-20T21:00:00+09:00,Asia/Seoul,36.234746,128.57628,,,,Unknown Governmental Organization,Korea Air Ministry of Environment
124,2622871,군위읍,pm10,31.0,µg/m³,2024-03-20T13:00:00+00:00,2024-03-20T22:00:00+09:00,Asia/Seoul,36.234746,128.57628,,,,Unknown Governmental Organization,Korea Air Ministry of Environment
125,2622871,군위읍,pm10,38.0,µg/m³,2024-03-20T14:00:00+00:00,2024-03-20T23:00:00+09:00,Asia/Seoul,36.234746,128.57628,,,,Unknown Governmental Organization,Korea Air Ministry of Environment
126,2622871,군위읍,pm10,29.0,µg/m³,2024-03-20T15:00:00+00:00,2024-03-21T00:00:00+09:00,Asia/Seoul,36.234746,128.57628,,,,Unknown Governmental Organization,Korea Air Ministry of Environment
127,2622871,군위읍,pm10,33.0,µg/m³,2024-03-20T16:00:00+00:00,2024-03-21T01:00:00+09:00,Asia/Seoul,36.234746,128.57628,,,,Unknown Governmental Organization,Korea Air Ministry of Environment
128,2622871,군위읍,pm10,29.0,µg/m³,2024-03-20T17:00:00+00:00,2024-03-21T02:00:00+09:00,Asia/Seoul,36.234746,128.57628,,,,Unknown Governmental Organization,Korea Air Ministry of Environment
129,2622871,군위읍,pm10,24.0,µg/m³,2024-03-20T18:00:00+00:00,2024-03-21T03:00:00+09:00,Asia/Seoul,36.234746,128.57628,,,,Unknown Governmental Organization,Korea Air Ministry of Environment
130,2622871,군위읍,pm10,30.0,µg/m³,2024-03-20T19:00:00+00:00,2024-03-21T04:00:00+09:00,Asia/Seoul,36.234746,128.57628,,,,Unknown Governmental Organization,Korea Air Ministry of Environment
